,date,year,month,strip_cat_1,strip_cdd_1,strip_hdd_1,strip_cat_continuous,strip_cdd_continuous,strip_hdd_continuous,strip_ot_continuous,temperature_2m_avg,ms,strip_cat_2,strip_cdd_2,strip_hdd_2,strip_cat_3,strip_cdd_3,strip_hdd_3,strip_cat_4,strip_cdd_4,strip_hdd_4,strip_cat_5,strip_cdd_5,strip_hdd_5,strip_cat_6,strip_cdd_6,strip_hdd_6,strip_cat_7,strip_cdd_7,strip_hdd_7,strip_cat_8,strip_cdd_8,strip_hdd_8,strip_cat_9,strip_cdd_9,strip_hdd_9,strip_cat_10,strip_cdd_10,strip_hdd_10,strip_cat_11,strip_cdd_11,strip_hdd_11,strip_cat_12,strip_cdd_12,strip_hdd_12,strip_cat_continuous_payoff,strip_cdd_continuous_payoff,strip_hdd_continuous_payoff,strip_ot_continuous_payoff
1094,2020-12-30,2020,12,1177.2497539412777,0.0,9622.75024605872,2387.592128923188,0.0,8412.40787107681,8412.40787107681,2.9,"[4.77547848 4.70115151 4.6489957  4.58046653 4.37185072 4.18573443
 4.13311896 4.04262984 3.83339035 3.69199582 3.52820943 3.5254816
 3.53613011 3.55693967 3.46521363 3.55005767 3.49378326 3.35529529
 3.379481   3.2035376  3.14732487 3.00840392 2.93311691 2.96217522
 2.91340806 2.84538524 2.83124285 2.76007664 2.6794667  2.62960645]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2387.592128923188,0.0,8412.40787107681,-8.589334072740712,0.0,8.589334072739803,8.589334072739803
1095,2020-12-31,2020,12,1177.2497539412777,0.0,9622.75024605872,2393.0,0.0,8407.0,8407.0,2.65,"[4.77547848 4.70115151 4.6489957  4.58046653 4.37185072 4.18573443
 4.13311896 4.04262984 3.83339035 3.69199582 3.52820943 3.5254816
 3.53613011 3.55693967 3.46521363 3.55005767 3.49378326 3.35529529
 3.379481   3.2035376  3.14732487 3.00840392 2.93311691 2.96217522
 2.91340806 2.84538524 2.83124285 2.76007664 2.6794667  2.62960645]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2393.0,0.0,8407.0,5.407871076812171,0.0,-5.407871076809897,-5.407871076809897
1096,2021-01-01,2021,1,1177.2497539412777,0.0,9622.75024605872,1177.2497539412777,0.0,9622.75024605872,9622.75024605872,2.7,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,0.0,0.0,0.0,0.0
1097,2021-01-02,2021,1,1183.8331265009956,0.0,9616.166873499003,1183.8331265009956,0.0,9616.166873499003,9616.166873499003,3.0,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,6.583372559717873,0.0,-6.583372559716736,-6.583372559716736
1098,2021-01-03,2021,1,1198.7238963181105,0.0,9601.276103681888,1198.7238963181105,0.0,9601.276103681888,9601.276103681888,3.25,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,14.890769817114915,0.0,-14.890769817115142,-14.890769817115142
1099,2021-01-04,2021,1,1219.813063723021,0.0,9580.18693627698,1219.813063723021,0.0,9580.18693627698,9580.18693627698,2.75,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,21.08916740491054,0.0,-21.08916740490895,-21.08916740490895
1100,2021-01-05,2021,1,1231.3545230112966,0.0,9568.645476988702,1231.3545230112966,0.0,9568.645476988702,9568.645476988702,2.65,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,11.541459288275519,0.0,-11.54145928827711,-11.54145928827711
1101,2021-01-06,2021,1,1238.9990265071526,0.0,9561.000973492848,1238.9990265071526,0.0,9561.000973492848,9561.000973492848,1.35,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,7.644503495856043,0.0,-7.644503495854224,-7.644503495854224
1102,2021-01-07,2021,1,1222.1929816244403,0.0,9577.807018375559,1222.1929816244403,0.0,9577.807018375559,9577.807018375559,1.35,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,-16.806044882712285,0.0,16.80604488271092,16.80604488271092
1103,2021-01-08,2021,1,1207.0938335460041,0.0,9592.906166453995,1207.0938335460041,0.0,9592.906166453995,9592.906166453995,0.75,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,-15.099148078436201,0.0,15.099148078435974,15.099148078435974
1104,2021-01-09,2021,1,1182.3679026831887,0.0,9617.632097316811,1182.3679026831887,0.0,9617.632097316811,9617.632097316811,0.09999999999999987,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,-24.725930862815403,0.0,24.725930862816313,24.725930862816313
1105,2021-01-10,2021,1,1142.0069089263775,0.0,9657.993091073624,1142.0069089263775,0.0,9657.993091073624,9657.993091073624,0.0,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,-40.36099375681124,0.0,40.360993756812604,40.360993756812604
1106,2021-01-11,2021,1,1102.8836212069607,0.0,9697.116378793038,1102.8836212069607,0.0,9697.116378793038,9697.116378793038,2.9,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,-39.123287719416794,0.0,39.12328771941429,39.12328771941429
1107,2021-01-12,2021,1,1120.4541753881058,0.0,9679.545824611894,1120.4541753881058,0.0,9679.545824611894,9679.545824611894,3.5500000000000003,"[2.37083137 2.25546151 2.19554163 2.17292704 2.26777483 2.19030224
 2.1049574  1.98629654 2.11804969 1.95616439 2.02147229 1.94071659
 1.96197835 1.87306105 1.83780445 1.83145845 1.6942872  1.614736
 1.54175841 1.61260852 1.70207875 1.73923037 1.85261202 1.95161179
 2.049807   2.08784918 1.96081574 2.00133959 2.0167352  1.95222012]",1432.9938649464123,0.0,8287.006135053587,3002.061652075485,0.0,7797.938347924514,5342.838027630674,0.24938162479903725,5097.411353994125,8006.105595475764,37.361073166058766,2831.2554776902966,9781.743531671184,369.446238457497,1027.7027067863137,11190.54348495877,808.3465440648393,417.80305910607063,10893.900232690437,587.0949702752782,493.1947375848403,8913.15784342631,95.46041668712016,1622.3025732608096,6845.2313289377,1.8709776399098152,3956.639648702211,4065.4756114140714,0.0,6374.524388585929,2248.414509769522,0.0,8551.585490230478,17.5705541811451,0.0,-17.57055418114396,-17.57055418114396
